veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_patio_uf_localizacao
CAOA-CHERY/TIGGO 8 PHEV,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/caoa-chery/tiggo-8-phev/ano.2023/2ad4fb61-5769-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751893324033_a4cb1e11-d9a2-48d2-8a5c-8ce159ebd0cd_pequena_leilo.webp,GO,2023,4 km,"R$ 130.000,00",Leilão ao vivo em: 15h38m49s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MERCEDES-BENZ/GLA200,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mercedes-benz/gla200/ano.2015/24d1b311-5812-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751893772813_3d5bdddb-b570-423a-8900-3706b5a212a0_pequena_leilo.webp,GO,2015,127.864 km,"R$ 70.000,00",Leilão ao vivo em: 15h39m18s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CITROEN/C4 PICASSO GLXA 5L,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/citroen/c4-picasso-glxa-5l/ano.2011/b5a0a5ea-56b7-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751900461714_7663623f-97c8-4d41-93f0-f211f2132960_pequena_leilo.webp,GO,2010,132.609 km,"R$ 12.500,00",Leilão ao vivo em: 15h39m47s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO WAY E (4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-way-e-(4p)/ano.2018/378cbf75-0ef9-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PA,2017,107.826 km,"R$ 20.000,00",Leilão ao vivo em: 15h40m46s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20 COMFORTLINE (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/hb20-comfortline-(4p)/ano.2018/d359cd1d-f2ee-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751665384094_679b4aae-3467-4d0f-a3a2-3c46944efab1_pequena_leilo.webp,GO,2018,59.371 km,"R$ 34.300,00",Leilão ao vivo em: 15h41m16s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/PRISMA JOYE 1.0 MECANICO (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/prisma-joye-1.0-mecanico-(4p)/ano.2018/ffa0e6df-0a63-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751665141438_bd112065-9159-4b8d-b65e-6c7e398f49f2_pequena_leilo.webp,GO,2018,146.918 km,"R$ 23.000,00",Leilão ao vivo em: 15h41m46s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CRUZE HATCH LT HB (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/cruze-hatch-lt-hb-(4p)/ano.2013/3618528d-1575-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751665173480_b8504b3a-e3f1-4b13-a806-0266620a02bd_pequena_leilo.webp,GO,2012,145.510 km,"R$ 31.600,00",Leilão ao vivo em: 15h42m15s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX 1.0 TURBO AUTOMATICO PREMIER2,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-1.0-turbo-automatico-premier2/ano.2020/363d2e24-eb12-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751665204594_a0047a46-44a4-47f9-bb75-e1430ad7873e_pequena_leilo.webp,GO,2020,117.360 km,"R$ 41.000,00",Leilão ao vivo em: 15h42m45s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/NOVO VOYAGE (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/novo-voyage-(4p)/ano.2013/5a9dde7b-5915-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,2012,193.478 km,"R$ 18.400,00",Leilão: Leilão: 08/07/2025 Ter • 12:30,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CITROEN/C4 GLX5P F (4P),https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/citroen/c4-glx5p-f-(4p)/ano.2014/f33e5d8c-120e-11ef-b80e-02420a000059,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751897400693_b479ae62-b035-435f-ac24-48fffe065564_pequena_leilo.webp,MT,2013,N/A,"R$ 13.000,00",Leilão ao vivo em: 15h44m59s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/COROLLA XEI FLEX (4P),https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/toyota/corolla-xei-flex-(4p)/ano.2016/5779237d-870a-11ef-8310-02420a000019,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751897253277_d8ee0352-c4aa-44f9-b225-e59ebcefc4ee_pequena_leilo.webp,MT,2015,116.845 km,"R$ 50.000,00",Leilão ao vivo em: 15h45m29s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA HATCH S (4P),https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/ford/fiesta-hatch-s-(4p)/ano.2015/f414fed7-8712-11ef-8310-02420a000019,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751897403310_9e66e5e4-fb89-4078-9e6d-26c29f5a2a62_pequena_leilo.webp,MT,2014,154.636 km,"R$ 20.000,00",Leilão ao vivo em: 15h45m58s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20S COMFORTLINE (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/hb20s-comfortline-(4p)/ano.2015/9ba56341-3d57-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543431809_64008f55-cbd3-44cb-8b8b-018771bb1692_pequena_leilo.webp,GO,2015,N/A,"R$ 25.200,00",Leilão ao vivo em: 15h46m28s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/YARIS HA PLUS CONNECT,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/toyota/yaris-ha-plus-connect/ano.2022/82820ac8-2d94-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543643404_9ba30c6a-a262-4e84-8442-cea0929f67af_pequena_leilo.webp,GO,2021,142.331 km,"R$ 46.800,00",Leilão ao vivo em: 15h46m57s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2009/a2a77e08-422f-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543464218_25b1a768-90ab-4530-b1e9-80bc4afb5f9c_pequena_leilo.webp,GO,2009,172.287 km,"R$ 13.400,00",Leilão ao vivo em: 15h47m27s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FUSION (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fusion-(4p)/ano.2007/9f1e222f-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543370697_bf5dfb4e-e786-4faa-896c-6f0a467d9b94_pequena_leilo.webp,GO,2007,49.804 km,"R$ 14.000,00",Leilão ao vivo em: 15h47m56s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MITSUBISHI/LANCER (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mitsubishi/lancer-(4p)/ano.2013/7babbdd0-318f-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543645451_226e9b81-6e71-4039-8535-59cc734d9a1f_pequena_leilo.webp,GO,2012,144.355 km,"R$ 29.800,00",Leilão ao vivo em: 15h48m25s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO ATTRACT (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-attract-(4p)/ano.2013/81820fd5-4201-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543700833_70863284-7fed-4735-b75d-fdc8f0279892_pequena_leilo.webp,GO,2012,124.780 km,"R$ 20.000,00",Leilão ao vivo em: 15h48m54s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO MILLE FIRE FLEX (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/uno-mille-fire-flex-(2p%2F4p)/ano.2007/ff045512-423e-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896710959_73f9d914-712d-4c41-9bce-66ed1188a860_pequena_leilo.webp,GO,2006,226.110 km,"R$ 9.800,00",Leilão ao vivo em: 15h49m24s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MITSUBISHI/OUTLANDER,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mitsubishi/outlander/ano.2012/2108c6dc-2ce9-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543490413_db672b4f-f788-4db1-8e4c-b8abda328425_pequena_leilo.webp,GO,2011,170.604 km,"R$ 27.000,00",Leilão ao vivo em: 15h49m53s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/IX35,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/ix35/ano.2012/6aeb2b00-4210-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543613080_765d43a1-8c50-46b1-bddd-a469ef599218_pequena_leilo.webp,GO,2011,N/A,"R$ 34.700,00",Leilão ao vivo em: 15h50m23s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/BRAVO SPORTING (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/bravo-sporting-(4p)/ano.2014/dd562457-eeee-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543401190_4dbd1b50-b4e4-4cfe-94d5-81a0822e5b52_pequena_leilo.webp,GO,2013,103.029 km,"R$ 24.000,00",Leilão ao vivo em: 15h50m52s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA HATCH SE A (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-hatch-se-a-(4p)/ano.2015/da9ff667-4b91-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751567820654_63945341-75d2-4406-b5b8-83ca67b4ced6_pequena_leilo.webp,GO,2015,92.632 km,"R$ 21.000,00",Leilão ao vivo em: 15h51m22s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/COBALT A LTZ (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/cobalt-a-ltz-(4p)/ano.2019/6101feb7-4135-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543671205_53449448-7d9b-47dc-80fa-abecbe3782f2_pequena_leilo.webp,GO,2018,212.467 km,"R$ 34.500,00",Leilão ao vivo em: 15h51m51s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ZAFIRA ELITE,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/zafira-elite/ano.2006/3a8aac73-324c-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751543640480_76794a32-a095-4da2-a1b8-5f34628c52d2_pequena_leilo.webp,GO,2006,153.222 km,"R$ 11.000,00",Leilão ao vivo em: 15h52m21s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAOA-CHERY/TIGGO FL AT,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/caoa-chery/tiggo-fl-at/ano.2015/00b45621-064b-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751652241039_98ab5c5c-c8a6-4c3c-a170-6c1796b022e9_pequena_leilo.webp,GO,2014,111.856 km,"R$ 24.000,00",Leilão ao vivo em: 15h52m51s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEEP/COMPASS LONGITUDE F,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/jeep/compass-longitude-f/ano.2020/671cd239-3fa8-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894041386_1a02d0cb-f932-49e5-ab43-822f308c5ce9_pequena_leilo.webp,GO,2019,87.620 km,"R$ 58.000,00",Leilão ao vivo em: 15h54m20s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO FIRE ECONOMY (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2010/a3e37021-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751911650520_5f5f2662-3223-4263-8a3c-1f32500bd582_pequena_leilo.webp,GO,2009,N/A,"R$ 9.000,00",Leilão ao vivo em: 15h54m50s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL CITY MB (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-city-mb-(2p%2F4p)/ano.2015/28156a46-148b-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894715605_73df9128-6613-4f7b-aaba-8562e5f3430e_pequena_leilo.webp,GO,2014,188.509 km,"R$ 17.000,00",Leilão ao vivo em: 15h55m19s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CORSA SEDAN PREMIUM (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/corsa-sedan-premium-(2p%2F4p)/ano.2011/c5436989-29bf-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894105337_89f54eae-6365-4037-80bc-843050e4e504_pequena_leilo.webp,GO,2010,193.689 km,"R$ 14.000,00",Leilão ao vivo em: 15h55m49s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX 10TAT HB,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-10tat-hb/ano.2022/f415e39b-2a8c-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751897461009_4a1e7fee-7dba-44cc-95b6-3bb65257ea12_pequena_leilo.webp,GO,2022,131.496 km,"R$ 41.000,00",Leilão ao vivo em: 15h56m18s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINI/COOPER S (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mini/cooper-s-(2p%2F4p)/ano.2015/d7a6c0c3-213b-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751897467939_97e42de2-f0dd-42ea-8eeb-5bce07099d4a_pequena_leilo.webp,GO,2014,148.654 km,"R$ 48.000,00",Leilão ao vivo em: 15h56m48s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/NOVO GOL TRENDLINE MBV (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/novo-gol-trendline-mbv-(4p%2F2p)/ano.2018/82ea2ead-e334-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751897431051_417638ce-34bc-410c-8756-86a3e2e73c12_pequena_leilo.webp,GO,2017,89.507 km,"R$ 24.000,00",Leilão ao vivo em: 15h57m18s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLVO/XC60 T5 DYNAMIC,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volvo/xc60-t5-dynamic/ano.2014/eac0a681-1a37-11f0-bf87-02420a000088,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751897372136_465cc3ab-bcba-4151-9d60-3bc087063b1b_pequena_leilo.webp,GO,2013,200.464 km,"R$ 35.000,00",Leilão ao vivo em: 15h57m47s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIFAN/X60 VIP,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/lifan/x60-vip/ano.2016/a1c10f53-ee29-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751466271199_d96122bc-eedf-4400-b863-d25bf1cf7458_pequena_leilo.webp,GO,2015,119.737 km,"R$ 23.500,00",Leilão ao vivo em: 15h58m47s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/POLO AF,https://leilo.com.br/leilao/campo-grande-mato-grosso-do-sul/carros/volkswagen/polo-af/ano.2020/cc40ef8b-f608-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751466300352_493e97b5-7e92-4f7f-b3af-351caa800e79_pequena_leilo.webp,MS,2020,99.055 km,"R$ 39.000,00",Leilão ao vivo em: 15h59m46s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/SAVEIRO CABINE DUPLA CROSS MA,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/volkswagen/saveiro-cabine-dupla-cross-ma/ano.2016/254ffb8b-13f1-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751466330752_d73f00c4-7f0a-403c-9778-b903eb3092df_pequena_leilo.webp,MT,2015,126.083 km,"R$ 35.000,00",Leilão ao vivo em: 16h16s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/DUSTER E 4X2,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/renault/duster-e-4x2/ano.2017/57887d90-e88c-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751466390408_a92b8931-65f3-4d94-880c-154e04ce808d_pequena_leilo.webp,MT,2016,261.350 km,"R$ 27.000,00",Leilão ao vivo em: 16h46s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/S10 ADVANTAGE D CABINE DUPLA,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/chevrolet/s10-advantage-d-cabine-dupla/ano.2008/9358fec7-6472-11ef-a9ca-02420a0000bb,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751466360765_8e198fb4-12bb-43d0-a65e-134143fdd056_pequena_leilo.webp,MT,2008,N/A,"R$ 19.000,00",Leilão ao vivo em: 16h1m5s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT/208 LIKE,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/peugeot/208-like/ano.2022/43355209-eaaf-11ee-a5fb-02420a0000e9,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,2021,26.949 km,"R$ 31.500,00",Leilão ao vivo em: 16h1m35s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEEP/COMPASS SPORT TF,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/jeep/compass-sport-tf/ano.2024/58d10472-9845-11ef-9088-02420a0000e0,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751573526675_f68c5de5-8368-40a0-9862-6ecb7ea15bfb_pequena_leilo.webp,GO,2024,20.864 km,"R$ 90.500,00",Leilão ao vivo em: 16h2m5s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CITROEN/C4 CACTUS SHINE,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/citroen/c4-cactus-shine/ano.2022/cc7b08a7-e86e-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751465433192_d0a65fd5-58df-4ccd-902a-b62e9814e140_pequena_leilo.webp,DF,2022,40.655 km,"R$ 50.200,00",Leilão ao vivo em: 16h2m35s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MITSUBISHI/TRITON SPORT OUTDOOR M,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mitsubishi/triton-sport-outdoor-m/ano.2023/c464a373-326d-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751651010824_5fd8b36e-bc0e-470f-b1ed-8111777305fd_pequena_leilo.webp,GO,2022,134.727 km,"R$ 80.000,00",Leilão ao vivo em: 16h3m4s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/NOVO GOL TRENDLINE MCV (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/novo-gol-trendline-mcv-(4p%2F2p)/ano.2017/d4051bf0-2c18-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461110826_b9f813e8-dc20-4895-adfb-2f6eee24f82d_pequena_leilo.webp,GO,2017,125.631 km,"R$ 26.300,00",Leilão ao vivo em: 16h3m33s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMW/320I PG51 (4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/bmw/320i-pg51-(4p)/ano.2011/08be5f27-b704-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461591555_94d78597-09d8-4f33-a933-de44b84eb21d_pequena_leilo.webp,DF,2010,190.174 km,"R$ 22.000,00",Leilão ao vivo em: 16h4m33s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/POLO MCA,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/volkswagen/polo-mca/ano.2022/159296f2-21eb-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461561922_06b5ba40-a31a-408d-a173-369ae83284c7_pequena_leilo.webp,DF,2021,65.824 km,"R$ 42.400,00",Leilão ao vivo em: 16h5m3s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/AGILE MT LTZ EF (4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/agile-mt-ltz-ef-(4p)/ano.2014/b5aed137-29ac-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461563062_427722c9-a9d1-449f-96e4-580ffc93c3b7_pequena_leilo.webp,DF,2013,118.618 km,"R$ 23.000,00",Leilão ao vivo em: 16h5m32s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/POLO (4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/volkswagen/polo-(4p)/ano.2012/ccb0e78f-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461143688_35483ffe-4106-4791-8765-fbd2d86240d8_pequena_leilo.webp,DF,2012,203.225 km,"R$ 17.800,00",Leilão ao vivo em: 16h6m32s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/SIENA FIRE FLEX (2P/4P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2008/a1d3f5e9-25da-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461171241_83d93367-3d80-4011-a5a2-b02a5e54947c_pequena_leilo.webp,DF,2007,155.378 km,"R$ 8.000,00",Leilão ao vivo em: 16h7m32s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/HILUX CD SRX A 4FD,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/toyota/hilux-cd-srx-a-4fd/ano.2018/e18d066f-71fe-11ef-8b26-02420a000015,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751632411818_3f766432-c692-4771-baff-82464e8f2c98_pequena_leilo.webp,GO,2017,260.808 km,"R$ 116.500,00",Leilão ao vivo em: 16h8m1s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX LT 1.4 MECANICO (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2013/2acf24b5-0e48-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461200757_19ec03d7-5502-4d4f-bd95-e9ef886387d7_pequena_leilo.webp,GO,2012,142.304 km,"R$ 17.600,00",Leilão ao vivo em: 16h8m31s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL RALLYE (4P/2P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-rallye-(4p%2F2p)/ano.2011/5b22c8b5-2467-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461533308_9a13f918-daaa-4fe8-819f-a1d1425a54ac_pequena_leilo.webp,GO,2010,146.278 km,"R$ 12.300,00",Leilão ao vivo em: 16h9m0s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA SE HA (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-se-ha-(4p)/ano.2012/c04109e1-327f-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751461231008_dbdcc385-d463-4b55-b634-efa1e141159f_pequena_leilo.webp,GO,2011,113.068 km,"R$ 12.000,00",Leilão ao vivo em: 16h9m30s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
