Detalhe_Combustivel,Detalhe_Tipo_Retomada,Título,Detalhe_Cor,Detalhe_Possui_Chave,Imagem,Link,Data_Leilao_Principal,Detalhe_Tipo_Veiculo,Detalhe_Localizacao,Detalhe_Valor_Mercado,UF,KM_Principal,Ano_Principal,Situação,Detalhe_KM_Veiculo,Detalhe_Ano_Veiculo,Valor_Lance_Principal
,N/A,VOLKSWAGEN/FOX GII 1.0 (2P/4P),N/A,N/A,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750278095889_38f6ad07-19c6-4454-89fb-c5cade61837f_pequena_leilo.webp,https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/volkswagen/fox-gii-1.0-(2p%2F4p)/ano.2010/d645d8c0-9301-11ef-ab5e-02420a000046,23/06/2025,N/A,N/A,N/A,SP,140.155 km,2010,Leilão ao vivo em: 3 dias 21h7m6s,,,"R$ 11.900,00"
