Ano Modelo,Ano de Fabricacao,Chaves,Combustivel,Condicao do Motor,Data Início,Data Término,Descricao Detalhada,Final da Placa,Imagem,KM,Lance Atual,Lance Inicial,Link,Localizacao Detalhe,Lote Número,Marca,Procedencia,Situação,Tabela FIPE,Total Lances,Título,Valor Mercado,Visualizações
N/A,N/A,N/A,N/A,N/A,14/06/2025,18/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_587_hyundai-ix35-2-0-19-20_parquedosleilao.com_zz90a4700dcf.JPG,N/A,"R$: 50.400,00","R$: 46.200,00",https://parquedosleiloesoficial.com/lote/HYUNDAI-IX35-2.0-19-20-/587/,N/A,00010,N/A,N/A,ARREMATADO,N/A,22,HYUNDAI IX35 2.0 19/20,N/A,554
N/A,N/A,N/A,N/A,N/A,12/06/2025,16/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_388_toyota-hilux-2-8-18-18_parquedosleilao.com_zz1300d2979a.JPG,N/A,"R$: 93.100,00","R$: 88.500,00",https://parquedosleiloesoficial.com/lote/TOYOTA-HILUX-2.8-18-18-/388/,N/A,00010,N/A,N/A,ARREMATADO,N/A,24,TOYOTA HILUX 2.8 18/18,N/A,893
N/A,N/A,N/A,N/A,N/A,06/06/2025,10/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_328_volkswagen-fox-1-0-15-15_parquedosleilao.com_zz96aa8d9b4b.jpg,N/A,"R$: 0,00","R$: 11.600,00",https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-FOX-1.0-15-15-/328/,N/A,00010,N/A,N/A,NÃO ARREMATADO,N/A,0,VOLKSWAGEN FOX 1.0 15/15,N/A,4
N/A,N/A,N/A,N/A,N/A,11/06/2025,13/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_269_chevrolet-montana-12-12_parquedosleilao.com_zzd69c924541.jpg,N/A,"R$: 10.700,00","R$: 8.500,00",https://parquedosleiloesoficial.com/lote/CHEVROLET-MONTANA-12-12-/269/,N/A,00011,N/A,N/A,ARREMATADO,N/A,12,CHEVROLET MONTANA 12/12,N/A,316
N/A,N/A,N/A,N/A,N/A,05/06/2025,09/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_73_chevrolet-s10-16-17_parquedosleilao.com_zz00ff4adeee.jpg,N/A,"R$: 70.500,00","R$: 64.300,00",https://parquedosleiloesoficial.com/lote/CHEVROLET-S10-16-17-/73/,N/A,00011,N/A,N/A,ARREMATADO,N/A,32,CHEVROLET S10 16/17,N/A,843
N/A,N/A,N/A,N/A,N/A,14/06/2025,18/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_588_citroen-c3-1-0-23-24_parquedosleilao.com_zzb9e3c1e422.JPG,N/A,"R$: 39.600,00","R$: 35.600,00",https://parquedosleiloesoficial.com/lote/CITROEN-C3-1.0-23-24-/588/,N/A,00011,N/A,N/A,ARREMATADO,N/A,21,CITROEN C3 1.0 23/24,N/A,568
N/A,N/A,N/A,N/A,N/A,31/05/2025,04/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_134_citroen-c4-cactus-21-22_parquedosleilao.com_zz2c3267054e.JPG,N/A,"R$: 42.100,00","R$: 38.500,00",https://parquedosleiloesoficial.com/lote/CITROEN-C4-CACTUS-21-22-/134/,N/A,00011,N/A,N/A,ARREMATADO,N/A,19,CITROEN C4 CACTUS 21/22,N/A,539
N/A,N/A,N/A,N/A,N/A,06/06/2025,10/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_329_fiat-argo-1-0-18-18_parquedosleilao.com_zz1f139465e1.jpg,N/A,"R$: 0,00","R$: 16.800,00",https://parquedosleiloesoficial.com/lote/FIAT-ARGO-1.0-18-18-/329/,N/A,00011,N/A,N/A,NÃO ARREMATADO,N/A,0,FIAT ARGO 1.0 18/18,N/A,3
N/A,N/A,N/A,N/A,N/A,01/06/2025,05/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_457_fiat-freemont-2-4-12-12_parquedosleilao.com_zz63a097d46e.JPG,N/A,"R$: 27.800,00","R$: 24.800,00",https://parquedosleiloesoficial.com/lote/FIAT-FREEMONT-2.4-12-12-/457/,N/A,00011,N/A,N/A,ARREMATADO,N/A,16,FIAT FREEMONT 2.4 12/12,N/A,652
N/A,N/A,N/A,N/A,N/A,07/06/2025,11/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_512_hyundai-hb20-1-0-18-18_parquedosleilao.com_zz55dc0e97ad.jpg,N/A,"R$: 0,00","R$: 25.600,00",https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20-1.0-18-18-/512/,N/A,00011,N/A,N/A,NÃO ARREMATADO,N/A,0,HYUNDAI HB20 1.0 18/18,N/A,3
N/A,N/A,N/A,N/A,N/A,12/06/2025,16/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_389_renault-kwid-1-0-22-23_parquedosleilao.com_zz1505d60fd0.JPG,N/A,"R$: 33.000,00","R$: 26.600,00",https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-22-23-/389/,N/A,00011,N/A,N/A,ARREMATADO,N/A,33,RENAULT KWID 1.0 22/23,N/A,872
2015,2014,Sim,FLEX,DA PARTIDA,17/06/2025,20/06/2025,"Marca: RENAULT
Modelo: SANDERO 
Versão: SANDERO EXPR 16
KM: 141.769
Ano de Fabricação: 2014
Ano Modelo: 2015
Chaves: Sim
Condição do Motor: DA PARTIDA 
Tabela FIPE R$ 37.605,00
Final da Placa: 9
Combustível: FLEX
Procedência: RECUPERADO DE FINANCIAMENTO",9,https://parquedosleiloesoficial.com/web/fotos/lotes_13_renault-sandero-14-15_parquedosleilao.com_zzd42f8cb23b.JPG,141.769,"R$: 22.300,00","R$: 18.300,00",https://parquedosleiloesoficial.com/lote/RENAULT-SANDERO-14-15-/13/,N/A,00011,RENAULT,RECUPERADO DE FINANCIAMENTO,RECEBENDO LANCES,"37.605,00",21,RENAULT SANDERO 14/15,N/A,400
N/A,N/A,N/A,N/A,N/A,08/06/2025,12/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_725_toyota-hilux-2-8-16-17_parquedosleilao.com_zza0735703b2.JPG,N/A,"R$: 87.000,00","R$: 83.400,00",https://parquedosleiloesoficial.com/lote/TOYOTA-HILUX-2.8-16-17-/725/,N/A,00011,N/A,N/A,ARREMATADO,N/A,19,TOYOTA HILUX 2.8 16/17,N/A,572
N/A,N/A,N/A,N/A,N/A,02/06/2025,06/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_648_volkswagen-jetta-2-0-13-13_parquedosleilao.com_zza934e86b3c.JPG,N/A,"R$: 0,00","R$: 21.500,00",https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-JETTA-2.0-13-13-/648/,N/A,00011,N/A,N/A,NÃO ARREMATADO,N/A,0,VOLKSWAGEN JETTA 2.0 13/13,N/A,5
N/A,N/A,N/A,N/A,N/A,14/06/2025,18/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_589_ford-ka-1-0-17-18_parquedosleilao.com_zzdd164dda93.JPG,N/A,"R$: 25.000,00","R$: 21.400,00",https://parquedosleiloesoficial.com/lote/FORD-KA-1.0-17-18-/589/,N/A,00012,N/A,N/A,ARREMATADO,N/A,19,FORD KA 1.0 17/18,N/A,526
N/A,N/A,N/A,N/A,N/A,08/06/2025,12/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_726_honda-hr-v-1-8-20-20_parquedosleilao.com_zz02d0a40ead.JPG,N/A,"R$: 57.000,00","R$: 53.800,00",https://parquedosleiloesoficial.com/lote/HONDA-HR-V-1.8-20-20-/726/,N/A,00012,N/A,N/A,ARREMATADO,N/A,17,HONDA HR-V 1.8 20/20,N/A,515
N/A,N/A,N/A,N/A,N/A,06/06/2025,10/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_330_nissan-frontier-2-3-18-18_parquedosleilao.com_zzbe82e5d977.jpg,N/A,"R$: 0,00","R$: 57.200,00",https://parquedosleiloesoficial.com/lote/NISSAN-FRONTIER-2.3-18-18-/330/,N/A,00012,N/A,N/A,NÃO ARREMATADO,N/A,0,NISSAN FRONTIER 2.3 18/18,N/A,3
N/A,N/A,N/A,N/A,N/A,01/06/2025,05/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_458_nissan-frontier-21-21_parquedosleilao.com_zz2038934ce7.JPG,N/A,"R$: 89.900,00","R$: 85.700,00",https://parquedosleiloesoficial.com/lote/NISSAN-FRONTIER-21-21-/458/,N/A,00012,N/A,N/A,ARREMATADO,N/A,22,NISSAN FRONTIER 21/21,N/A,645
N/A,N/A,N/A,N/A,N/A,02/06/2025,06/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_649_nissan-kicks-1-6-22-22_parquedosleilao.com_zz94dc5cc28e.JPG,N/A,"R$: 0,00","R$: 43.200,00",https://parquedosleiloesoficial.com/lote/NISSAN-KICKS-1.6-22-22-/649/,N/A,00012,N/A,N/A,NÃO ARREMATADO,N/A,0,NISSAN KICKS 1.6 22/22,N/A,5
N/A,N/A,N/A,N/A,N/A,11/06/2025,13/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_270_nissan-kicks-21-22_parquedosleilao.com_zz4afcb6d177.JPG,N/A,"R$: 42.800,00","R$: 39.600,00",https://parquedosleiloesoficial.com/lote/NISSAN-KICKS-21-22-/270/,N/A,00012,N/A,N/A,ARREMATADO,N/A,17,NISSAN KICKS 21/22,N/A,321
2023,2022,Sim,FLEX,DA PARTIDA,17/06/2025,20/06/2025,"Marca: RENAULT
Modelo: DUSTER 
Versão: DUSTER ZEN 16
KM: 84.487
Ano de Fabricação: 2022
Ano Modelo: 2023
Chaves: Sim
Condição do Motor: DA PARTIDA 
Tabela FIPE R$ 83.728,00
Final da Placa: 1
Combustível: FLEX
Procedência: RECUPERADO DE FINANCIAMENTO",1,https://parquedosleiloesoficial.com/web/fotos/lotes_14_renault-duster-22-23_parquedosleilao.com_zz75fd1a62dc.JPG,84.487,"R$: 44.900,00","R$: 42.900,00",https://parquedosleiloesoficial.com/lote/RENAULT-DUSTER-22-23-/14/,N/A,00012,RENAULT,RECUPERADO DE FINANCIAMENTO,RECEBENDO LANCES,"83.728,00",11,RENAULT DUSTER 22/23,N/A,396
N/A,N/A,N/A,N/A,N/A,12/06/2025,16/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_390_renault-logan-1-6-14-15_parquedosleilao.com_zzd0e0c16551.JPG,N/A,"R$: 21.700,00","R$: 17.500,00",https://parquedosleiloesoficial.com/lote/RENAULT-LOGAN-1.6-14-15-/390/,N/A,00012,N/A,N/A,ARREMATADO,N/A,22,RENAULT LOGAN 1.6 14/15,N/A,922
N/A,N/A,N/A,N/A,N/A,31/05/2025,04/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_135_toyota-corolla-20-21_parquedosleilao.com_zz04a68fd6a9.JPG,N/A,"R$: 64.300,00","R$: 60.700,00",https://parquedosleiloesoficial.com/lote/TOYOTA-COROLLA-20-21-/135/,N/A,00012,N/A,N/A,ARREMATADO,N/A,19,TOYOTA COROLLA 20/21,N/A,590
N/A,N/A,N/A,N/A,N/A,05/06/2025,09/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_74_volkswagen-amarok-17-17_parquedosleilao.com_zz146ae8acf6.JPG,N/A,"R$: 60.300,00","R$: 55.700,00",https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-AMAROK-17-17-/74/,N/A,00012,N/A,N/A,ARREMATADO,N/A,24,VOLKSWAGEN AMAROK 17/17,N/A,903
N/A,N/A,N/A,N/A,N/A,07/06/2025,11/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_513_volkswagen-polo-1-0-18-18_parquedosleilao.com_zzcb0fc35350.jpg,N/A,"R$: 40.800,00","R$: 39.800,00",https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-POLO-1.0-18-18-/513/,N/A,00012,N/A,N/A,ARREMATADO,N/A,6,VOLKSWAGEN POLO 1.0 18/18,N/A,49
N/A,N/A,N/A,N/A,N/A,12/06/2025,16/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_391_chevrolet-onix-1-0-18-18_parquedosleilao.com_zzd2265f1e87.JPG,N/A,"R$: 28.800,00","R$: 23.600,00",https://parquedosleiloesoficial.com/lote/CHEVROLET-ONIX-1.0-18-18-/391/,N/A,00013,N/A,N/A,ARREMATADO,N/A,27,CHEVROLET ONIX 1.0 18/18,N/A,937
N/A,N/A,N/A,N/A,N/A,11/06/2025,13/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_271_fiat-uno-12-12_parquedosleilao.com_zz1a391c629c.jpg,N/A,"R$: 11.100,00","R$: 7.900,00",https://parquedosleiloesoficial.com/lote/FIAT-UNO-12-12--/271/,N/A,00013,N/A,N/A,ARREMATADO,N/A,17,FIAT UNO 12/12,N/A,334
N/A,N/A,N/A,N/A,N/A,06/06/2025,10/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_331_ford-fusion-2-0-14-15_parquedosleilao.com_zz07bfbdd017.jpg,N/A,"R$: 0,00","R$: 25.400,00",https://parquedosleiloesoficial.com/lote/FORD-FUSION-2.0-14-15-/331/,N/A,00013,N/A,N/A,NÃO ARREMATADO,N/A,0,FORD FUSION 2.0 14/15,N/A,3
N/A,N/A,N/A,N/A,N/A,05/06/2025,09/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_75_jeep-compass-20-21_parquedosleilao.com_zzb35f787171.JPG,N/A,"R$: 57.200,00","R$: 52.600,00",https://parquedosleiloesoficial.com/lote/JEEP-COMPASS-20-21-/75/,N/A,00013,N/A,N/A,ARREMATADO,N/A,24,JEEP COMPASS 20/21,N/A,848
N/A,N/A,N/A,N/A,N/A,02/06/2025,06/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_650_renault-kwid-1-0-19-20_parquedosleilao.com_zz41f84055f9.JPG,N/A,"R$: 0,00","R$: 10.600,00",https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-19-20-/650/,N/A,00013,N/A,N/A,NÃO ARREMATADO,N/A,0,RENAULT KWID 1.0 19/20,N/A,4
N/A,N/A,N/A,N/A,N/A,14/06/2025,18/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_590_renault-kwid-1-0-21-22_parquedosleilao.com_zz93e41b05a8.JPG,N/A,"R$: 27.900,00","R$: 24.300,00",https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-21-22-/590/,N/A,00013,N/A,N/A,ARREMATADO,N/A,19,RENAULT KWID 1.0 21/22,N/A,612
N/A,N/A,N/A,N/A,N/A,08/06/2025,12/06/2025,N/A,N/A,https://parquedosleiloesoficial.com/web/fotos/lotes_727_renault-kwid-1-0-22-23_parquedosleilao.com_zz7d66ff6d53.JPG,N/A,"R$: 33.800,00","R$: 29.200,00",https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-22-23-/727/,N/A,00013,N/A,N/A,ARREMATADO,N/A,24,RENAULT KWID 1.0 22/23,N/A,566
2023,2022,Sim,FLEX,DA PARTIDA,17/06/2025,20/06/2025,"Marca: TOYOTA
Modelo: COROLLA CROSS
Versão: COROLLA CROSS XRE 20
KM: 45.112
Ano de Fabricação: 2022
Ano Modelo: 2023
Chaves: Sim
Condição do Motor: DA PARTIDA 
Tabela FIPE R$ 140.981,00
Final da Placa: 3
Combustível: FLEX
Procedência: RECUPERADO DE FINANCIAMENTO",3,https://parquedosleiloesoficial.com/web/fotos/lotes_15_toyota-corolla-cross-22-23_parquedosleilao.com_zz36a112b098.JPG,45.112,"R$: 73.600,00","R$: 70.200,00",https://parquedosleiloesoficial.com/lote/TOYOTA-COROLLA-CROSS-22-23-/15/,N/A,00013,TOYOTA,RECUPERADO DE FINANCIAMENTO,RECEBENDO LANCES,"140.981,00",18,TOYOTA COROLLA CROSS 22/23,N/A,437
