titulo,link,imagem,km_veiculo,lance_inicial,valor_do_lance,data_leilao,marca_veiculo,final_da_placa_veiculo,ano_fabricacao_veiculo,ano_modelo_veiculo,chaves_veiculo,condicao_motor_veiculo,tabela_fipe_veiculo,combustivel_veiculo,procedencia_veiculo,total_lances,modelo_veiculo
FIAT LINEA 12/13,https://parquedosleiloesoficial.com/lote/FIAT-LINEA-12-13-/9/,https://parquedosleiloesoficial.com/web/fotos/lotes_9_fiat-linea-12-13_parquedosleilao.com_zzac35156f5d.JPG,N/A,15600.00,0.00,20/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT MOBI 22/23,https://parquedosleiloesoficial.com/lote/FIAT-MOBI-22-23-/265/,https://parquedosleiloesoficial.com/web/fotos/lotes_265_fiat-mobi-22-23_parquedosleilao.com_zz8544191a72.jpg,N/A,16700.00,17700.00,02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD FIESTA 1.6 11/12,https://parquedosleiloesoficial.com/lote/FORD-FIESTA-1.6-11-12-/385/,https://parquedosleiloesoficial.com/web/fotos/lotes_385_ford-fiesta-1-6-11-12_parquedosleilao.com_zz02ad82333d.JPG,N/A,15900.00,19700.00,03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD FIESTA 13/14,https://parquedosleiloesoficial.com/lote/FORD-FIESTA-13-14-/69/,https://parquedosleiloesoficial.com/web/fotos/lotes_69_ford-fiesta-13-14_parquedosleilao.com_zz9f5c7d9118.jpg,N/A,9500.00,0.00,26/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEEP COMPASS 19/19,https://parquedosleiloesoficial.com/lote/JEEP-COMPASS-19-19-/325/,https://parquedosleiloesoficial.com/web/fotos/lotes_325_jeep-compass-19-19_parquedosleilao.com_zz3574710920.jpg,N/A,37300.00,0.00,27/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN FRONTIER LEATX4 20/21,https://parquedosleiloesoficial.com/lote/NISSAN-FRONTIER-LEATX4-20-21-/130/,https://parquedosleiloesoficial.com/web/fotos/lotes_130_nissan-frontier-leatx4-20-21_parquedosleilao.com_zzb0008727c3.JPG,N/A,75900.00,79900.00,23/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT DUSTER 1.6 23/24,https://parquedosleiloesoficial.com/lote/RENAULT-DUSTER-1.6-23-24-/453/,https://parquedosleiloesoficial.com/web/fotos/lotes_453_renault-duster-1-6-23-24_parquedosleilao.com_zze7797c277a.JPG,N/A,55800.00,60200.00,24/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA ETIOS 1.3 14/14,https://parquedosleiloesoficial.com/lote/TOYOTA-ETIOS-1.3-14-14-/584/,https://parquedosleiloesoficial.com/web/fotos/lotes_584_toyota-etios-1-3-14-14_parquedosleilao.com_zz540e74f519.JPG,154.132,20200.00,23600.00,07/07/2025,TOYOTA,1,2014,2014,Sim,N/A,N/A,FLEX,RECUPERADO DE FINANCIAMENTO,N/A,2014
VOLKSWAGEN GOLF 1.4 16/16,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-GOLF-1.4-16-16-/644/,https://parquedosleiloesoficial.com/web/fotos/lotes_644_volkswagen-golf-1-4-16-16_parquedosleilao.com_zz60fc575639.JPG,N/A,35400.00,38600.00,25/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN T-CROSS 1.0 22/22,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-T-CROSS-1.0-22-22-/721/,https://parquedosleiloesoficial.com/web/fotos/lotes_721_volkswagen-t-cross-1-0-22-22_parquedosleilao.com_zz36f4140a57.JPG,N/A,48800.00,51800.00,01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLVO XC60 2.0 17/18,https://parquedosleiloesoficial.com/lote/VOLVO-XC60-2.0-17-18-/508/,https://parquedosleiloesoficial.com/web/fotos/lotes_508_volvo-xc60-2-0-17-18_parquedosleilao.com_zz6b0b78bd46.jpg,N/A,77400.00,83000.00,30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT ARGO 1.0 18/19,https://parquedosleiloesoficial.com/lote/FIAT-ARGO-1.0-18-19-/509/,https://parquedosleiloesoficial.com/web/fotos/lotes_509_fiat-argo-1-0-18-19_parquedosleilao.com_zza6b514a843.jpg,N/A,26300.00,30300.00,30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HONDA CIVIC 08/08,https://parquedosleiloesoficial.com/lote/HONDA-CIVIC-08-08-/70/,https://parquedosleiloesoficial.com/web/fotos/lotes_70_honda-civic-08-08_parquedosleilao.com_zz818a2b40b7.jpg,N/A,11800.00,0.00,26/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI CRETA 1.0 21/22,https://parquedosleiloesoficial.com/lote/HYUNDAI-CRETA-1.0-21-22-/722/,https://parquedosleiloesoficial.com/web/fotos/lotes_722_hyundai-creta-1-0-21-22_parquedosleilao.com_zz50416473e3.JPG,N/A,62700.00,64700.00,01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI HB20 1.0 21/21,https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20-1.0-21-21--/645/,https://parquedosleiloesoficial.com/web/fotos/lotes_645_hyundai-hb20-1-0-21-21_parquedosleilao.com_zzdb8860e5f9.JPG,N/A,20500.00,23100.00,25/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI HB20 16/16,https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20-16-16-/266/,https://parquedosleiloesoficial.com/web/fotos/lotes_266_hyundai-hb20-16-16_parquedosleilao.com_zzd4a92dc498.jpg,N/A,13800.00,15000.00,02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIA SPORTAGE 17/18,https://parquedosleiloesoficial.com/lote/KIA-SPORTAGE-17-18-/131/,https://parquedosleiloesoficial.com/web/fotos/lotes_131_kia-sportage-17-18_parquedosleilao.com_zzb2624f9b7d.jpg,N/A,56400.00,60800.00,23/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT 208 22/23,https://parquedosleiloesoficial.com/lote/PEUGEOT-208-22-23-/10/,https://parquedosleiloesoficial.com/web/fotos/lotes_10_peugeot-208-22-23_parquedosleilao.com_zzf1a61d6912.JPG,N/A,39500.00,0.00,20/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA COROLLA 20/21,https://parquedosleiloesoficial.com/lote/TOYOTA-COROLLA-20-21-/326/,https://parquedosleiloesoficial.com/web/fotos/lotes_326_toyota-corolla-20-21_parquedosleilao.com_zz1ccd67999c.jpg,N/A,46300.00,0.00,27/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA ETIOS 1.5 14/15,https://parquedosleiloesoficial.com/lote/TOYOTA-ETIOS-1.5-14-15-/454/,https://parquedosleiloesoficial.com/web/fotos/lotes_454_toyota-etios-1-5-14-15_parquedosleilao.com_zz3825062c13.JPG,N/A,20200.00,23200.00,24/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN GOL 1.0 13/14,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-GOL-1.0-13-14-/386/,https://parquedosleiloesoficial.com/web/fotos/lotes_386_volkswagen-gol-1-0-13-14_parquedosleilao.com_zz78dd8adc3f.JPG,N/A,16700.00,20700.00,03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN GOL 1.0 20/21,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-GOL-1.0-20-21-/585/,https://parquedosleiloesoficial.com/web/fotos/lotes_585_volkswagen-gol-1-0-20-21_parquedosleilao.com_zzc05929bcff.JPG,18.842,25300.00,29500.00,07/07/2025,VOLKSWAGEN,2,2020,2021,Sim,N/A,N/A,FLEX,RECUPERADO DE FINANCIAMENTO,N/A,2021
FIAT ARGO 22/22,https://parquedosleiloesoficial.com/lote/FIAT-ARGO-22-22-/267/,https://parquedosleiloesoficial.com/web/fotos/lotes_267_fiat-argo-22-22_parquedosleilao.com_zza2e054494b.jpg,N/A,20300.00,21500.00,02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT MOBI 17/18,https://parquedosleiloesoficial.com/lote/FIAT-MOBI-17-18-/71/,https://parquedosleiloesoficial.com/web/fotos/lotes_71_fiat-mobi-17-18_parquedosleilao.com_zze2c9f2e6e8.JPG,N/A,10500.00,0.00,26/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT MOBI 23/23,https://parquedosleiloesoficial.com/lote/FIAT-MOBI-23-23-/11/,https://parquedosleiloesoficial.com/web/fotos/lotes_11_fiat-mobi-23-23_parquedosleilao.com_zz76255a8ddf.JPG,N/A,26900.00,0.00,20/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD FIESTA 1.6 13/13,https://parquedosleiloesoficial.com/lote/FORD-FIESTA-1.6-13-13-/455/,https://parquedosleiloesoficial.com/web/fotos/lotes_455_ford-fiesta-1-6-13-13_parquedosleilao.com_zz9602ff907e.JPG,N/A,15400.00,17800.00,24/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HONDA FIT 1.5 14/15,https://parquedosleiloesoficial.com/lote/HONDA-FIT-1.5-14-15-/723/,https://parquedosleiloesoficial.com/web/fotos/lotes_723_honda-fit-1-5-14-15_parquedosleilao.com_zz45e7944d8a.JPG,N/A,31500.00,37000.00,01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HONDA FIT 1.5 18/18,https://parquedosleiloesoficial.com/lote/HONDA-FIT-1.5-18-18-/327/,https://parquedosleiloesoficial.com/web/fotos/lotes_327_honda-fit-1-5-18-18_parquedosleilao.com_zz6c503269a0.jpg,N/A,26400.00,0.00,27/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI HB20 1.0 14/15,https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20-1.0-14-15-/586/,https://parquedosleiloesoficial.com/web/fotos/lotes_586_hyundai-hb20-1-0-14-15_parquedosleilao.com_zzcf344b5f4d.JPG,124.042,21700.00,25700.00,07/07/2025,HYUNDAI,2,2014,2015,Sim,N/A,N/A,FLEX,RECUPERADO DE FINANCIAMENTO,N/A,2015
HYUNDAI HB20X 1.6 16/16,https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20X-1.6-16-16-/387/,https://parquedosleiloesoficial.com/web/fotos/lotes_387_hyundai-hb20x-1-6-16-16_parquedosleilao.com_zzf4b43f6581.JPG,N/A,31400.00,35000.00,03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MERCEDES BENZ A250 14/15,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-A250-14-15-/132/,https://parquedosleiloesoficial.com/web/fotos/lotes_132_mercedes-benz-a250-14-15_parquedosleilao.com_zz4c4500c62c.jpg,N/A,59200.00,65400.00,23/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA COROLLA 1.8 15/16,https://parquedosleiloesoficial.com/lote/TOYOTA-COROLLA-1.8-15-16-/510/,https://parquedosleiloesoficial.com/web/fotos/lotes_510_toyota-corolla-1-8-15-16_parquedosleilao.com_zza703d1ecd4.jpg,N/A,37400.00,41800.00,30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA HILUX 2.8 21/21,https://parquedosleiloesoficial.com/lote/TOYOTA-HILUX-2.8-21-21-/646/,https://parquedosleiloesoficial.com/web/fotos/lotes_646_toyota-hilux-2-8-21-21_parquedosleilao.com_zz6d475cfce0.JPG,N/A,109300.00,113100.00,25/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAOA CHERY ARRIZO 20/21,https://parquedosleiloesoficial.com/lote/CAOA-CHERY-ARRIZO-20-21-/133/,https://parquedosleiloesoficial.com/web/fotos/lotes_133_caoa-chery-arrizo-20-21_parquedosleilao.com_zzf7937c390a.JPG,N/A,43600.00,49000.00,23/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET COBALT 19/20,https://parquedosleiloesoficial.com/lote/CHEVROLET-COBALT-19-20-/268/,https://parquedosleiloesoficial.com/web/fotos/lotes_268_chevrolet-cobalt-19-20_parquedosleilao.com_zz1be5e19492.JPG,N/A,21200.00,23600.00,02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET CRUZE 16/16,https://parquedosleiloesoficial.com/lote/CHEVROLET-CRUZE-16-16-/12/,https://parquedosleiloesoficial.com/web/fotos/lotes_12_chevrolet-cruze-16-16_parquedosleilao.com_zz29075772eb.JPG,N/A,36800.00,0.00,20/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT PALIO 1.6 13/13,https://parquedosleiloesoficial.com/lote/FIAT-PALIO-1.6-13-13-/511/,https://parquedosleiloesoficial.com/web/fotos/lotes_511_fiat-palio-1-6-13-13_parquedosleilao.com_zz353963e59b.jpg,N/A,19200.00,24000.00,30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT PUNTO 12/13,https://parquedosleiloesoficial.com/lote/FIAT-PUNTO-12-13-/72/,https://parquedosleiloesoficial.com/web/fotos/lotes_72_fiat-punto-12-13_parquedosleilao.com_zz738e35496c.jpg,N/A,11200.00,0.00,26/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD FOCUS 1.6 12/13,https://parquedosleiloesoficial.com/lote/FORD-FOCUS-1.6-12-13--/456/,https://parquedosleiloesoficial.com/web/fotos/lotes_456_ford-focus-1-6-12-13_parquedosleilao.com_zz06361de978.JPG,N/A,18300.00,21500.00,24/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HONDA HR-V 1.8 15/16,https://parquedosleiloesoficial.com/lote/HONDA-HR-V-1.8-15-16-/647/,https://parquedosleiloesoficial.com/web/fotos/lotes_647_honda-hr-v-1-8-15-16_parquedosleilao.com_zz709637ebb7.JPG,N/A,32600.00,35200.00,25/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI HB20S 1.0 22/23,https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20S-1.0-22-23-/724/,https://parquedosleiloesoficial.com/web/fotos/lotes_724_hyundai-hb20s-1-0-22-23_parquedosleilao.com_zz0fb9423abf.JPG,N/A,37100.00,40900.00,01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI IX35 2.0 19/20,https://parquedosleiloesoficial.com/lote/HYUNDAI-IX35-2.0-19-20-/587/,https://parquedosleiloesoficial.com/web/fotos/lotes_587_hyundai-ix35-2-0-19-20_parquedosleilao.com_zz90a4700dcf.JPG,98.888,46200.00,49000.00,07/07/2025,HYUNDAI,2,2019,2020,Sim,N/A,N/A,FLEX,RECUPERADO DE FINANCIAMENTO,N/A,2020
TOYOTA HILUX 2.8 18/18,https://parquedosleiloesoficial.com/lote/TOYOTA-HILUX-2.8-18-18-/388/,https://parquedosleiloesoficial.com/web/fotos/lotes_388_toyota-hilux-2-8-18-18_parquedosleilao.com_zz1300d2979a.JPG,N/A,88500.00,92100.00,03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN FOX 1.0 15/15,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-FOX-1.0-15-15-/328/,https://parquedosleiloesoficial.com/web/fotos/lotes_328_volkswagen-fox-1-0-15-15_parquedosleilao.com_zz96aa8d9b4b.jpg,N/A,11600.00,0.00,27/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET MONTANA 12/12,https://parquedosleiloesoficial.com/lote/CHEVROLET-MONTANA-12-12-/269/,https://parquedosleiloesoficial.com/web/fotos/lotes_269_chevrolet-montana-12-12_parquedosleilao.com_zzd69c924541.jpg,N/A,8500.00,9900.00,02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET S10 16/17,https://parquedosleiloesoficial.com/lote/CHEVROLET-S10-16-17-/73/,https://parquedosleiloesoficial.com/web/fotos/lotes_73_chevrolet-s10-16-17_parquedosleilao.com_zz00ff4adeee.jpg,N/A,64300.00,0.00,26/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CITROEN C3 1.0 23/24,https://parquedosleiloesoficial.com/lote/CITROEN-C3-1.0-23-24-/588/,https://parquedosleiloesoficial.com/web/fotos/lotes_588_citroen-c3-1-0-23-24_parquedosleilao.com_zzb9e3c1e422.JPG,23.094,35600.00,39400.00,07/07/2025,CITROEN,4,2023,2024,Sim,N/A,N/A,FLEX,RECUPERADO DE FINANCIAMENTO,N/A,2024
CITROEN C4 CACTUS 21/22,https://parquedosleiloesoficial.com/lote/CITROEN-C4-CACTUS-21-22-/134/,https://parquedosleiloesoficial.com/web/fotos/lotes_134_citroen-c4-cactus-21-22_parquedosleilao.com_zz2c3267054e.JPG,N/A,38500.00,43100.00,23/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT ARGO 1.0 18/18,https://parquedosleiloesoficial.com/lote/FIAT-ARGO-1.0-18-18-/329/,https://parquedosleiloesoficial.com/web/fotos/lotes_329_fiat-argo-1-0-18-18_parquedosleilao.com_zz1f139465e1.jpg,N/A,16800.00,0.00,27/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT FREEMONT 2.4 12/12,https://parquedosleiloesoficial.com/lote/FIAT-FREEMONT-2.4-12-12-/457/,https://parquedosleiloesoficial.com/web/fotos/lotes_457_fiat-freemont-2-4-12-12_parquedosleilao.com_zz63a097d46e.JPG,N/A,24800.00,27000.00,24/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI HB20 1.0 18/18,https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20-1.0-18-18-/512/,https://parquedosleiloesoficial.com/web/fotos/lotes_512_hyundai-hb20-1-0-18-18_parquedosleilao.com_zz55dc0e97ad.jpg,N/A,25600.00,31600.00,30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT KWID 1.0 22/23,https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-22-23-/389/,https://parquedosleiloesoficial.com/web/fotos/lotes_389_renault-kwid-1-0-22-23_parquedosleilao.com_zz1505d60fd0.JPG,N/A,26600.00,29800.00,03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT SANDERO 14/15,https://parquedosleiloesoficial.com/lote/RENAULT-SANDERO-14-15-/13/,https://parquedosleiloesoficial.com/web/fotos/lotes_13_renault-sandero-14-15_parquedosleilao.com_zzd42f8cb23b.JPG,N/A,18300.00,0.00,20/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA HILUX 2.8 16/17,https://parquedosleiloesoficial.com/lote/TOYOTA-HILUX-2.8-16-17-/725/,https://parquedosleiloesoficial.com/web/fotos/lotes_725_toyota-hilux-2-8-16-17_parquedosleilao.com_zza0735703b2.JPG,N/A,83400.00,86400.00,01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN JETTA 2.0 13/13,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-JETTA-2.0-13-13-/648/,https://parquedosleiloesoficial.com/web/fotos/lotes_648_volkswagen-jetta-2-0-13-13_parquedosleilao.com_zza934e86b3c.JPG,N/A,21500.00,23700.00,25/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD KA 1.0 17/18,https://parquedosleiloesoficial.com/lote/FORD-KA-1.0-17-18-/589/,https://parquedosleiloesoficial.com/web/fotos/lotes_589_ford-ka-1-0-17-18_parquedosleilao.com_zzdd164dda93.JPG,23.094,21400.00,26000.00,07/07/2025,FORD,4,2017,2018,Sim,N/A,N/A,FLEX,RECUPERADO DE FINANCIAMENTO,N/A,2018
HONDA HR-V 1.8 20/20,https://parquedosleiloesoficial.com/lote/HONDA-HR-V-1.8-20-20-/726/,https://parquedosleiloesoficial.com/web/fotos/lotes_726_honda-hr-v-1-8-20-20_parquedosleilao.com_zz02d0a40ead.JPG,N/A,53800.00,56200.00,01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN FRONTIER 2.3 18/18,https://parquedosleiloesoficial.com/lote/NISSAN-FRONTIER-2.3-18-18-/330/,https://parquedosleiloesoficial.com/web/fotos/lotes_330_nissan-frontier-2-3-18-18_parquedosleilao.com_zzbe82e5d977.jpg,N/A,57200.00,0.00,27/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN FRONTIER 21/21,https://parquedosleiloesoficial.com/lote/NISSAN-FRONTIER-21-21-/458/,https://parquedosleiloesoficial.com/web/fotos/lotes_458_nissan-frontier-21-21_parquedosleilao.com_zz2038934ce7.JPG,N/A,85700.00,88900.00,24/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN KICKS 1.6 22/22,https://parquedosleiloesoficial.com/lote/NISSAN-KICKS-1.6-22-22-/649/,https://parquedosleiloesoficial.com/web/fotos/lotes_649_nissan-kicks-1-6-22-22_parquedosleilao.com_zz94dc5cc28e.JPG,N/A,43200.00,45600.00,25/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN KICKS 21/22,https://parquedosleiloesoficial.com/lote/NISSAN-KICKS-21-22-/270/,https://parquedosleiloesoficial.com/web/fotos/lotes_270_nissan-kicks-21-22_parquedosleilao.com_zz4afcb6d177.JPG,N/A,39600.00,41200.00,02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT DUSTER 22/23,https://parquedosleiloesoficial.com/lote/RENAULT-DUSTER-22-23-/14/,https://parquedosleiloesoficial.com/web/fotos/lotes_14_renault-duster-22-23_parquedosleilao.com_zz75fd1a62dc.JPG,N/A,42900.00,0.00,20/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT LOGAN 1.6 14/15,https://parquedosleiloesoficial.com/lote/RENAULT-LOGAN-1.6-14-15-/390/,https://parquedosleiloesoficial.com/web/fotos/lotes_390_renault-logan-1-6-14-15_parquedosleilao.com_zzd0e0c16551.JPG,N/A,17500.00,20700.00,03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA COROLLA 20/21,https://parquedosleiloesoficial.com/lote/TOYOTA-COROLLA-20-21-/135/,https://parquedosleiloesoficial.com/web/fotos/lotes_135_toyota-corolla-20-21_parquedosleilao.com_zz04a68fd6a9.JPG,N/A,60700.00,65100.00,23/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN AMAROK 17/17,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-AMAROK-17-17-/74/,https://parquedosleiloesoficial.com/web/fotos/lotes_74_volkswagen-amarok-17-17_parquedosleilao.com_zz146ae8acf6.JPG,N/A,55700.00,0.00,26/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN POLO 1.0 18/18,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-POLO-1.0-18-18-/513/,https://parquedosleiloesoficial.com/web/fotos/lotes_513_volkswagen-polo-1-0-18-18_parquedosleilao.com_zzcb0fc35350.jpg,N/A,39800.00,44800.00,30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET ONIX 1.0 18/18,https://parquedosleiloesoficial.com/lote/CHEVROLET-ONIX-1.0-18-18-/391/,https://parquedosleiloesoficial.com/web/fotos/lotes_391_chevrolet-onix-1-0-18-18_parquedosleilao.com_zzd2265f1e87.JPG,N/A,23600.00,28200.00,03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT UNO 12/12,https://parquedosleiloesoficial.com/lote/FIAT-UNO-12-12--/271/,https://parquedosleiloesoficial.com/web/fotos/lotes_271_fiat-uno-12-12_parquedosleilao.com_zz1a391c629c.jpg,N/A,7900.00,9700.00,02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD FUSION 2.0 14/15,https://parquedosleiloesoficial.com/lote/FORD-FUSION-2.0-14-15-/331/,https://parquedosleiloesoficial.com/web/fotos/lotes_331_ford-fusion-2-0-14-15_parquedosleilao.com_zz07bfbdd017.jpg,N/A,25400.00,0.00,27/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEEP COMPASS 20/21,https://parquedosleiloesoficial.com/lote/JEEP-COMPASS-20-21-/75/,https://parquedosleiloesoficial.com/web/fotos/lotes_75_jeep-compass-20-21_parquedosleilao.com_zzb35f787171.JPG,N/A,52600.00,0.00,26/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT KWID 1.0 19/20,https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-19-20-/650/,https://parquedosleiloesoficial.com/web/fotos/lotes_650_renault-kwid-1-0-19-20_parquedosleilao.com_zz41f84055f9.JPG,N/A,10600.00,13600.00,25/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT KWID 1.0 21/22,https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-21-22-/590/,https://parquedosleiloesoficial.com/web/fotos/lotes_590_renault-kwid-1-0-21-22_parquedosleilao.com_zz93e41b05a8.JPG,91.234,24300.00,28700.00,07/07/2025,RENAULT,4,2021,2022,Sim,N/A,N/A,FLEX,RECUPERADO DE FINANCIAMENTO,N/A,2022
