titulo,link,imagem,km_veiculo,lance_inicial,valor_do_lance,data_leilao,marca_veiculo,final_da_placa_veiculo,ano_fabricacao_veiculo,ano_modelo_veiculo,chaves_veiculo,condicao_motor_veiculo,tabela_fipe_veiculo,combustivel_veiculo,procedencia_veiculo,total_lances,modelo_veiculo,veiculo_tipo,veiculo_patio_uf,veiculo_valor_vendido
VOLKSWAGEN CRC 21/22,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-CRC-21-22-/120/,https://parquedosleiloesoficial.com/web/fotos/lotes_120_volkswagen-crc-21-22_parquedosleilao.com_zzc439181c4e.JPG,N/A,256900.00,"R$ 261.500,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CRC,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 261.500,00"
MEREDES-BENZ SPRINTER 11/12,https://parquedosleiloesoficial.com/lote/MEREDES-BENZ-SPRINTER-11-12-/446/,https://parquedosleiloesoficial.com/web/fotos/lotes_446_meredes-benz-sprinter-11-12_parquedosleilao.com_zz37cd59c1cf.JPG,N/A,44800.00,"R$ 48.000,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SPRINTER,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 48.000,00"
FIAT FIORINO 1.3 09/09,https://parquedosleiloesoficial.com/lote/FIAT-FIORINO-1.3-09-09-/573/,https://parquedosleiloesoficial.com/web/fotos/lotes_573_fiat-fiorino-1-3-09-09_parquedosleilao.com_zze0794c62ad.JPG,N/A,7400.00,"R$ 10.400,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FIORINO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.400,00"
MERCEDES-BENZ AXOR 2544 22/23,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-AXOR-2544-22-23-/848/,https://parquedosleiloesoficial.com/web/fotos/lotes_848_mercedes-benz-axor-2544-22-23_parquedosleilao.com_zz5aa6af58e1.jpg,N/A,272400.00,"R$ 277.000,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AXOR,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 277.000,00"
RENAULT MASTER 10/10,https://parquedosleiloesoficial.com/lote/RENAULT-MASTER-10-10-/122/,https://parquedosleiloesoficial.com/web/fotos/lotes_122_renault-master-10-10_parquedosleilao.com_zzec0880a310.JPG,N/A,36700.00,"R$ 39.900,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MASTER,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 39.900,00"
HYUNDAI HR 2.5 20/21,https://parquedosleiloesoficial.com/lote/HYUNDAI-HR-2.5-20-21-/574/,https://parquedosleiloesoficial.com/web/fotos/lotes_574_hyundai-hr-2-5-20-21_parquedosleilao.com_zz0083674a7a.JPG,N/A,58300.00,"R$ 61.700,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HR,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 61.700,00"
RENAULT MASTER 07/07,https://parquedosleiloesoficial.com/lote/RENAULT-MASTER-07-07-/123/,https://parquedosleiloesoficial.com/web/fotos/lotes_123_renault-master-07-07_parquedosleilao.com_zz0434bdf0e8.JPG,N/A,26400.00,"R$ 30.200,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MASTER,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 30.200,00"
VOLKSWAGEN 29.520 METEOR 21/22,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-29.520-METEOR-21-22-/849/,https://parquedosleiloesoficial.com/web/fotos/lotes_849_volkswagen-29-520-meteor-21-22_parquedosleilao.com_zz5620fa5b80.jpg,N/A,230800.00,"R$ 234.600,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.520,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 234.600,00"
FIAT DUCATO 2.3 21/21,https://parquedosleiloesoficial.com/lote/FIAT-DUCATO-2.3-21-21-/151/,https://parquedosleiloesoficial.com/web/fotos/lotes_151_fiat-ducato-2-3-21-21_parquedosleilao.com_zz4831e2d35e.JPG,N/A,53900.00,"R$ 56.500,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUCATO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 56.500,00"
VOLKSWAGEN 29.520 METEOR 21/22,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-29.520-METEOR-21-22-/850/,https://parquedosleiloesoficial.com/web/fotos/lotes_850_volkswagen-29-520-meteor-21-22_parquedosleilao.com_zz8c6bbaf2d0.jpg,N/A,229400.00,"R$ 233.600,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.520,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 233.600,00"
VOLKSWAGEN KOMBI 1.4 12/12,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-KOMBI-1.4-12-12-/575/,https://parquedosleiloesoficial.com/web/fotos/lotes_575_volkswagen-kombi-1-4-12-12_parquedosleilao.com_zzd13bd163ed.JPG,N/A,9300.00,"R$ 14.100,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KOMBI,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 14.100,00"
DAF XF 105 FTT 19/19,https://parquedosleiloesoficial.com/lote/DAF-XF-105-FTT-19-19-/851/,https://parquedosleiloesoficial.com/web/fotos/lotes_851_daf-xf-105-ftt-19-19_parquedosleilao.com_zz7c187e33df.jpg,N/A,180400.00,"R$ 182.800,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XF,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 182.800,00"
RENAULT MASTER 2.3 16/17,https://parquedosleiloesoficial.com/lote/RENAULT-MASTER-2.3-16-17-/576/,https://parquedosleiloesoficial.com/web/fotos/lotes_576_renault-master-2-3-16-17_parquedosleilao.com_zz0903456baa.JPG,N/A,64600.00,"R$ 69.800,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MASTER,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 69.800,00"
FIAT FIORINO 21/21,https://parquedosleiloesoficial.com/lote/FIAT-FIORINO-21-21-/153/,https://parquedosleiloesoficial.com/web/fotos/lotes_153_fiat-fiorino-21-21_parquedosleilao.com_zz6ca1f82e70.JPG,N/A,36700.00,"R$ 39.100,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FIORINO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 39.100,00"
MERCEDES BENZ 415 SPRINTER 12/12,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-415-SPRINTER-12-12-/577/,https://parquedosleiloesoficial.com/web/fotos/lotes_577_mercedes-benz-415-sprinter-12-12_parquedosleilao.com_zz3f1aa75146.JPG,N/A,51300.00,"R$ 55.500,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BENZ,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 55.500,00"
VOLKSWAGEN 29.520 METEOR 21/22,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-29.520-METEOR-21-22-/852/,https://parquedosleiloesoficial.com/web/fotos/lotes_852_volkswagen-29-520-meteor-21-22_parquedosleilao.com_zzb3558908d1.jpg,N/A,228700.00,"R$ 232.900,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.520,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 232.900,00"
MERCEDES BENZ SPRINTER CHASSI 313 17/18,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-SPRINTER-CHASSI-313-17-18-/853/,https://parquedosleiloesoficial.com/web/fotos/lotes_853_mercedes-benz-sprinter-chassi-313-17-18_parquedosleilao.com_zzeb943b2511.jpeg,N/A,83500.00,"R$ 87.900,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BENZ,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 87.900,00"
FIAT DUCATO 2.3 10/10,https://parquedosleiloesoficial.com/lote/FIAT-DUCATO-2.3-10-10-/703/,https://parquedosleiloesoficial.com/web/fotos/lotes_703_fiat-ducato-2-3-10-10_parquedosleilao.com_zze2f8b57551.JPG,N/A,33600.00,"R$ 39.400,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUCATO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 39.400,00"
FORD TRANSIT 2.2 13/13,https://parquedosleiloesoficial.com/lote/FORD-TRANSIT-2.2-13-13-/704/,https://parquedosleiloesoficial.com/web/fotos/lotes_704_ford-transit-2-2-13-13_parquedosleilao.com_zz9e9dbed4cf.JPG,N/A,38600.00,"R$ 45.000,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRANSIT,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 45.000,00"
IVECO STRALIS 600 21/22,https://parquedosleiloesoficial.com/lote/IVECO-STRALIS-600-21-22--/705/,https://parquedosleiloesoficial.com/web/fotos/lotes_705_iveco-stralis-600-21-22_parquedosleilao.com_zze0d88ce86e.JPG,N/A,255700.00,"R$ 260.300,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STRALIS,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 260.300,00"
RENAULT KANGOO 16 12/13,https://parquedosleiloesoficial.com/lote/RENAULT-KANGOO-16-12-13-/706/,https://parquedosleiloesoficial.com/web/fotos/lotes_706_renault-kangoo-16-12-13_parquedosleilao.com_zz5dbe4042cf.JPG,N/A,17200.00,"R$ 22.400,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KANGOO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 22.400,00"
VOLKSWAGEN KOMBI 13/14,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-KOMBI-13-14-/707/,https://parquedosleiloesoficial.com/web/fotos/lotes_707_volkswagen-kombi-13-14_parquedosleilao.com_zze446a07bb1.JPG,N/A,23400.00,"R$ 29.400,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KOMBI,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 29.400,00"
RENAULT MASTER 1.6 10/11,https://parquedosleiloesoficial.com/lote/RENAULT-MASTER-1.6-10-11-/708/,https://parquedosleiloesoficial.com/web/fotos/lotes_708_renault-master-1-6-10-11_parquedosleilao.com_zze536fb78ab.JPG,N/A,39500.00,"R$ 43.900,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MASTER,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 43.900,00"
VOLKSWAGEN 28.460 METEOR 21/22,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-28.460-METEOR-21-22-/854/,https://parquedosleiloesoficial.com/web/fotos/lotes_854_volkswagen-28-460-meteor-21-22_parquedosleilao.com_zz089153d1db.jpg,N/A,231800.00,"R$ 236.200,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.460,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 236.200,00"
MERCEDES BENZ 313SF 08/08,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-313SF-08-08--/709/,https://parquedosleiloesoficial.com/web/fotos/lotes_709_mercedes-benz-313sf-08-08_parquedosleilao.com_zze19147b083.JPG,N/A,32800.00,"R$ 39.000,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BENZ,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 39.000,00"
MERCEDES-BENZ ACCELO 815 22/22,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ACCELO-815-22-22-/855/,https://parquedosleiloesoficial.com/web/fotos/lotes_855_mercedes-benz-accelo-815-22-22_parquedosleilao.com_zzce3e6daf8b.jpg,N/A,154500.00,"R$ 159.900,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACCELO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 159.900,00"
FIAT DUCATO 05/06,https://parquedosleiloesoficial.com/lote/FIAT-DUCATO-05-06-/710/,https://parquedosleiloesoficial.com/web/fotos/lotes_710_fiat-ducato-05-06_parquedosleilao.com_zz47b409eb95.JPG,N/A,24600.00,"R$ 29.200,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUCATO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 29.200,00"
IVECO DAILY 17/18,https://parquedosleiloesoficial.com/lote/IVECO-DAILY-17-18--/711/,https://parquedosleiloesoficial.com/web/fotos/lotes_711_iveco-daily-17-18_parquedosleilao.com_zzf80bdde84f.JPG,N/A,65800.00,"R$ 71.800,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DAILY,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 71.800,00"
VOLKSWAGEN 29.520 METEOR 21/22,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-29.520-METEOR-21-22-/857/,https://parquedosleiloesoficial.com/web/fotos/lotes_857_volkswagen-29-520-meteor-21-22_parquedosleilao.com_zz8657c9f53d.jpg,N/A,228400.00,"R$ 235.200,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.520,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 235.200,00"
MERCEDES-BENZ ATEGO 2730K 22/22,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ATEGO-2730K-22-22-/858/,https://parquedosleiloesoficial.com/web/fotos/lotes_858_mercedes-benz-atego-2730k-22-22_parquedosleilao.com_zz9e98fbc1c5.png,N/A,232600.00,"R$ 239.200,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ATEGO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 239.200,00"
RENAULT MASTER 13/14,https://parquedosleiloesoficial.com/lote/RENAULT-MASTER-13-14-/847/,https://parquedosleiloesoficial.com/web/fotos/lotes_847_renault-master-13-14_parquedosleilao.com_zzd85b73ba4e.JPG,N/A,53600.00,"R$ 58.800,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MASTER,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 58.800,00"
FIAT DUCATO 03/03,https://parquedosleiloesoficial.com/lote/FIAT-DUCATO-03-03-/713/,https://parquedosleiloesoficial.com/web/fotos/lotes_713_fiat-ducato-03-03_parquedosleilao.com_zzf9a35b00a6.JPG,N/A,20300.00,"R$ 25.500,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUCATO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 25.500,00"
VOLKSWAGEN 29.520 METEOR 22/23,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-29.520-METEOR-22-23-/859/,https://parquedosleiloesoficial.com/web/fotos/lotes_859_volkswagen-29-520-meteor-22-23_parquedosleilao.com_zzddec598a93.jpg,N/A,256700.00,"R$ 263.500,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.520,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 263.500,00"
MERCEDES-BENZ AXOR 2041 21/21,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-AXOR-2041-21-21-/860/,https://parquedosleiloesoficial.com/web/fotos/lotes_860_mercedes-benz-axor-2041-21-21_parquedosleilao.com_zzd36942c1bc.jpg,N/A,216900.00,"R$ 221.900,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AXOR,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 221.900,00"
VOLKSWAGEN KOMBI 01/01,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-KOMBI-01-01-/714/,https://parquedosleiloesoficial.com/web/fotos/lotes_714_volkswagen-kombi-01-01_parquedosleilao.com_zze99fd7a8ca.JPG,N/A,15600.00,"R$ 21.400,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KOMBI,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 21.400,00"
FIAT DUCATO 2.3 16/17,https://parquedosleiloesoficial.com/lote/FIAT-DUCATO-2.3-16-17-/861/,https://parquedosleiloesoficial.com/web/fotos/lotes_861_fiat-ducato-2-3-16-17_parquedosleilao.com_zzf762d04697.jpg,N/A,62400.00,"R$ 68.400,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUCATO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 68.400,00"
MERCEDES-BENZ 416 SPRINTER 21/22,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-416-SPRINTER-21-22-/837/,https://parquedosleiloesoficial.com/web/fotos/lotes_837_mercedes-benz-416-sprinter-21-22_parquedosleilao.com_zzac53024232.jpg,N/A,156500.00,"R$ 160.700,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,416,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 160.700,00"
MAN TGX 29.480 20/20,https://parquedosleiloesoficial.com/lote/MAN-TGX-29.480-20-20-/862/,https://parquedosleiloesoficial.com/web/fotos/lotes_862_man-tgx-29-480-20-20_parquedosleilao.com_zza0cf38e040.jpg,N/A,246700.00,"R$ 251.100,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TGX,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 251.100,00"
MERCEDES-BENZ ACTROS 2546 19/19,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ACTROS-2546-19-19-/838/,https://parquedosleiloesoficial.com/web/fotos/lotes_838_mercedes-benz-actros-2546-19-19_parquedosleilao.com_zz6f8c30b3a1.jpg,N/A,183700.00,"R$ 189.300,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACTROS,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 189.300,00"
MERCEDES-BENZ ACCELO 1016 21/21,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ACCELO-1016-21-21-/839/,https://parquedosleiloesoficial.com/web/fotos/lotes_839_mercedes-benz-accelo-1016-21-21_parquedosleilao.com_zz96301ba566.jpg,N/A,155800.00,"R$ 160.000,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACCELO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 160.000,00"
VOLKSWAGEN 29.530 MTM 23/23,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-29.530-MTM-23-23-/863/,https://parquedosleiloesoficial.com/web/fotos/lotes_863_volkswagen-29-530-mtm-23-23_parquedosleilao.com_zz87f569259b.jpg,N/A,416900.00,"R$ 422.300,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.530,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 422.300,00"
MERCEDES-BENZ AXOR 2041 21/21,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-AXOR-2041-21-21-/840/,https://parquedosleiloesoficial.com/web/fotos/lotes_840_mercedes-benz-axor-2041-21-21_parquedosleilao.com_zzb4a4a4c914.jpg,N/A,217500.00,"R$ 223.100,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AXOR,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 223.100,00"
VOLVO FH 460 12/12,https://parquedosleiloesoficial.com/lote/VOLVO-FH-460-12-12-/864/,https://parquedosleiloesoficial.com/web/fotos/lotes_864_volvo-fh-460-12-12_parquedosleilao.com_zzf1255e32d5.jpg,N/A,135600.00,"R$ 140.800,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FH,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 140.800,00"
DAF XF FTT530 22/22,https://parquedosleiloesoficial.com/lote/DAF-XF-FTT530-22-22-/865/,https://parquedosleiloesoficial.com/web/fotos/lotes_865_daf-xf-ftt530-22-22_parquedosleilao.com_zzc68994700b.jpg,N/A,318100.00,"R$ 324.100,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XF,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 324.100,00"
FIAT DUCATO 2.3 18/18,https://parquedosleiloesoficial.com/lote/FIAT-DUCATO-2.3-18-18-/841/,https://parquedosleiloesoficial.com/web/fotos/lotes_841_fiat-ducato-2-3-18-18_parquedosleilao.com_zz1e7e20b191.jpg,N/A,82800.00,"R$ 87.800,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUCATO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 87.800,00"
PEUGEOT EXPERT 1.6 19/20,https://parquedosleiloesoficial.com/lote/PEUGEOT-EXPERT-1.6-19-20-/842/,https://parquedosleiloesoficial.com/web/fotos/lotes_842_peugeot-expert-1-6-19-20_parquedosleilao.com_zz796b540a4f.jpg,N/A,59700.00,"R$ 66.100,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXPERT,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 66.100,00"
FIAT FIORINO 1.4 22/23,https://parquedosleiloesoficial.com/lote/FIAT-FIORINO-1.4-22-23-/843/,https://parquedosleiloesoficial.com/web/fotos/lotes_843_fiat-fiorino-1-4-22-23_parquedosleilao.com_zz2421be195c.JPG,N/A,44900.00,"R$ 50.700,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FIORINO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 50.700,00"
PEUGEOT PARTNER 1.4 23/24,https://parquedosleiloesoficial.com/lote/PEUGEOT-PARTNER-1.4-23-24-/844/,https://parquedosleiloesoficial.com/web/fotos/lotes_844_peugeot-partner-1-4-23-24_parquedosleilao.com_zza52fb5ac6b.jpg,N/A,41300.00,"R$ 46.900,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PARTNER,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 46.900,00"
MERCEDES-BENZ 416 CDI SPRINTER 22/22,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-416-CDI-SPRINTER-22-22-/845/,https://parquedosleiloesoficial.com/web/fotos/lotes_845_mercedes-benz-416-cdi-sprinter-22-22_parquedosleilao.com_zz8b9c0448ae.jpg,N/A,156200.00,"R$ 162.600,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,416,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 162.600,00"
MERCEDES-BENZ ACCELO 815 14/14,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ACCELO-815-14-14-/846/,https://parquedosleiloesoficial.com/web/fotos/lotes_846_mercedes-benz-accelo-815-14-14_parquedosleilao.com_zzcc4ac14ee9.jpg,N/A,109400.00,"R$ 115.200,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACCELO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 115.200,00"
VOLKSWAGEN 25.360 CTC 6X2 2019/2020,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-25.360-CTC-6X2-2019-2020-/875/,https://parquedosleiloesoficial.com/web/fotos/lotes_875_volkswagen-25-360-ctc-6x2-2019-2020_parquedosleilao.com_zz5209ff3799.jpg,N/A,190200.00,"R$ 193.800,00",14/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.360,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),N/A
MERCEDES-BENZ ACTROS 21/21,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ACTROS-21-21-/866/,https://parquedosleiloesoficial.com/web/fotos/lotes_866_mercedes-benz-actros-21-21_parquedosleilao.com_zz55ac1adee1.jpg,N/A,216800.00,"R$ 219.000,00",14/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACTROS,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),N/A
MERCEDES-BENZ ATEGO 2426 21/21,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ATEGO-2426-21-21-/867/,https://parquedosleiloesoficial.com/web/fotos/lotes_867_mercedes-benz-atego-2426-21-21_parquedosleilao.com_zzb7b888bb63.jpg,N/A,239400.00,"R$ 242.400,00",14/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ATEGO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),N/A
MERCEDES-BENZ ACCELO 815 CE 2019/2020,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ACCELO-815-CE-2019-2020-/868/,https://parquedosleiloesoficial.com/web/fotos/lotes_868_mercedes-benz-accelo-815-ce-2019-2020_parquedosleilao.com_zz4d7cc38a93.jpg,N/A,137200.00,"R$ 141.600,00",14/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACCELO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),N/A
SR FACCHINI SRF RT 2020/2020,https://parquedosleiloesoficial.com/lote/SR-FACCHINI-SRF-RT-2020-2020-/871/,https://parquedosleiloesoficial.com/web/fotos/lotes_871_sr-facchini-srf-rt-2020-2020_parquedosleilao.com_zz76208107f9.jpg,N/A,35600.00,"R$ 39.400,00",14/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FACCHINI,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),N/A
SR NIJU NJSRFR 3E 2019/2020,https://parquedosleiloesoficial.com/lote/SR-NIJU-NJSRFR-3E-2019-2020-/873/,https://parquedosleiloesoficial.com/web/fotos/lotes_873_sr-niju-njsrfr-3e-2019-2020_parquedosleilao.com_zz043f776835.jpg,N/A,238400.00,"R$ 241.600,00",14/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NIJU,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),N/A
